#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         747     2.93514     3.02168   0.0440531
         748     2.80515     3.02139   0.0439951
         749     3.32296     3.02179   0.0439382
         750     3.00938     3.02177   0.0438797
         751      2.5291     3.02112   0.0438261
         752     2.31109     3.02017    0.043778
         753     2.73758      3.0198   0.0437215
         754     2.59913     3.01924   0.0436671
         755     2.55887     3.01863   0.0436135
         756     2.66986     3.01817   0.0435582
         757     2.74367     3.01781   0.0435022
         758     2.72176     3.01742   0.0434466
         759     2.34789     3.01653   0.0433983
         760     2.21655     3.01548   0.0433539
         761      2.6101     3.01495   0.0433002
         762     3.18295     3.01517    0.043244
         763     3.43817     3.01572   0.0431909
         764     4.05917     3.01709   0.0431559
         765     4.25216      3.0187   0.0431297
         766     3.83804     3.01977   0.0430866
         767     3.41677     3.02029   0.0430336
         768     3.87268      3.0214   0.0429919
         769     4.35131     3.02313   0.0429707
         770     4.77029      3.0254   0.0429748
         771     4.87025     3.02779   0.0429856
         772     4.43439     3.02961   0.0429685
         773     3.70795     3.03049   0.0429219
         774     3.39815     3.03097   0.0428691
         775     3.09943     3.03105   0.0428138
         776     2.36063     3.03019   0.0427674
         777     2.38325     3.02936   0.0427205
         778     2.96202     3.02927   0.0426656
         779     3.08987     3.02935   0.0426109
         780     2.40527     3.02855   0.0425638
         781     2.37043     3.02771   0.0425177
         782     2.20941     3.02666   0.0424762
         783     2.82055      3.0264   0.0424227
         784     3.17663     3.02659    0.042369
         785      2.9283     3.02646   0.0423153
         786     3.16196     3.02664   0.0422618
         787     2.71778     3.02624   0.0422099
         788     3.18345     3.02644   0.0421568
         789      3.0156     3.02643   0.0421034
         790     2.90729     3.02628   0.0420503
         791     3.45259     3.02682   0.0420006
         792     4.06698     3.02813   0.0419681
         793     4.06878     3.02944   0.0419357
         794     4.65804     3.03149    0.041933
         795     3.76279     3.03241   0.0418904
         796     3.03418     3.03242   0.0418378
         797     3.12456     3.03253   0.0417854
         798     2.48292     3.03184   0.0417387
         799     2.17959     3.03078   0.0417001
         800     2.59946     3.03024   0.0416515
         801     2.22039     3.02923   0.0416118
         802     3.01853     3.02921   0.0415599
         803     2.91977     3.02908   0.0415083
         804     2.53744     3.02846   0.0414612
         805     2.36428     3.02764   0.0414179
         806     2.24866     3.02667   0.0413778
         807      2.4025      3.0259   0.0413338
         808     1.41768     3.02391   0.0413305
         809     2.86942     3.02372   0.0412799
         810     3.42038     3.02421   0.0412318
         811     3.59576     3.02491    0.041187
         812     3.44826     3.02543   0.0411396
         813     3.29747     3.02577   0.0410903
         814       3.271     3.02607   0.0410409
         815     2.74278     3.02572   0.0409921
         816     3.06286     3.02577   0.0409418
         817     2.61736     3.02527   0.0408948
         818     2.31538      3.0244    0.040854
         819     2.50709     3.02377    0.040809
         820     2.27103     3.02285   0.0407696
         821     1.94079     3.02153   0.0407412
         822     2.11079     3.02042   0.0407067
         823     2.99053     3.02039   0.0406572
         824     2.75986     3.02007   0.0406091
         825     2.95094     3.01999     0.04056
         826     2.66843     3.01956   0.0405131
         827     3.57305     3.02023   0.0404697
         828     3.81312     3.02119   0.0404321
         829     3.50975     3.02178   0.0403876
         830     3.18231     3.02197   0.0403394
         831     3.07303     3.02203   0.0402909
         832     2.64526     3.02158   0.0402451
         833     2.30964     3.02073   0.0402058
         834     2.48873     3.02009   0.0401627
         835     2.63348     3.01963   0.0401172
         836     3.00129      3.0196   0.0400693
         837     2.89993     3.01946   0.0400216
         838     2.68547     3.01906   0.0399759
         839     2.91944     3.01894   0.0399284
         840     2.19148     3.01796    0.039893
         841     1.76418     3.01647   0.0398734
         842     1.85368     3.01509     0.03985
         843     2.62391     3.01462   0.0398054
         844     2.41715     3.01391   0.0397645
         845     2.44639     3.01324   0.0397232
         846     2.44646     3.01257   0.0396819
         847     3.22996     3.01283   0.0396358
         848     2.77261     3.01255   0.0395901
         849     3.14862     3.01271   0.0395438
         850     3.07713     3.01278   0.0394973
         851      3.0062     3.01277   0.0394509
         852     2.81314     3.01254   0.0394053
         853     3.18061     3.01274   0.0393596
         854     3.35936     3.01314   0.0393156
         855     3.68517     3.01393   0.0392775
         856     3.47048     3.01446   0.0392352
         857     3.26669     3.01476   0.0391906
         858     3.67074     3.01552   0.0391523
         859      4.1337     3.01682   0.0391284
         860     3.27643     3.01713   0.0390841
         861     3.01906     3.01713   0.0390387
         862     3.05539     3.01717   0.0389934
         863     3.63364     3.01789   0.0389548
         864     3.74507     3.01873   0.0389188
         865     3.95325     3.01981   0.0388888
         866     3.02249     3.01981   0.0388439
         867     2.68802     3.01943   0.0388009
         868     3.01073     3.01942   0.0387562
         869     2.66117     3.01901   0.0387138
         870     2.78799     3.01874   0.0386702
         871     2.11809     3.01771   0.0386397
         872     2.30668     3.01689    0.038604
         873     2.56364     3.01637   0.0385632
         874     2.71581     3.01603   0.0385206
         875     2.13448     3.01502   0.0384898
         876     2.48121     3.01441   0.0384507
         877     2.32283     3.01362   0.0384149
         878     2.54744     3.01309   0.0383748
         879     2.42583     3.01242    0.038337
         880     2.38837     3.01171      0.0383
         881     1.83681     3.01038   0.0382797
         882     2.33187     3.00961   0.0382441
         883     1.92008     3.00838   0.0382206
         884     2.38615     3.00767   0.0381839
         885     3.16721     3.00785   0.0381412
         886     3.65141     3.00858    0.038105
         887      3.6073     3.00926   0.0380681
         888     3.66228     3.00999   0.0380323
         889     3.77212     3.01085   0.0379992
         890     4.37367     3.01238   0.0379873
         891     4.58972     3.01415   0.0379859
         892     4.97516     3.01635   0.0380069
         893     4.43716     3.01794   0.0379976
         894     4.50927     3.01961   0.0379917
         895     3.78994     3.02047    0.037959
         896      3.5228     3.02103   0.0379208
         897     3.75465     3.02185   0.0378873
         898      3.6652     3.02256   0.0378519
         899     3.12875     3.02268     0.03781
         900     2.92865     3.02258   0.0377681
         901     3.23324     3.02281   0.0377269
         902     3.10266      3.0229   0.0376852
         903     2.47962      3.0223   0.0376483
         904     2.70167     3.02194   0.0376083
         905     3.11224     3.02204   0.0375669
         906     3.40096     3.02246   0.0375277
         907     2.43794     3.02182   0.0374919
         908     2.91596      3.0217   0.0374508
         909     3.55867     3.02229   0.0374142
         910     3.23674     3.02253   0.0373739
         911     3.58899     3.02315    0.037338
         912     2.95983     3.02308   0.0372971
         913     2.91726     3.02296   0.0372565
         914     3.42084      3.0234   0.0372183
         915       3.347     3.02375   0.0371793
         916     3.37066     3.02413   0.0371406
         917     2.50924     3.02357   0.0371043
         918     2.15195     3.02262   0.0370761
         919     2.34484     3.02188   0.0370431
