#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       34802    0.586011     0.56191  0.00019392
       34803    0.585186     0.56191 0.000193916
       34804    0.584305    0.561911 0.000193911
       34805    0.583371    0.561912 0.000193906
       34806    0.582386    0.561912 0.000193902
       34807    0.581353    0.561913 0.000193897
       34808    0.580272    0.561913 0.000193892
       34809    0.579147    0.561914 0.000193887
       34810     0.57798    0.561914 0.000193882
       34811    0.576775    0.561915 0.000193877
       34812    0.575532    0.561915 0.000193872
       34813    0.574254    0.561915 0.000193867
       34814    0.572945    0.561916 0.000193861
       34815    0.571605    0.561916 0.000193856
       34816    0.570239    0.561916 0.000193851
       34817    0.568848    0.561916 0.000193845
       34818    0.567434    0.561917  0.00019384
       34819       0.566    0.561917 0.000193834
       34820    0.564548    0.561917 0.000193829
       34821     0.56308    0.561917 0.000193823
       34822    0.561598    0.561917 0.000193817
       34823    0.560105    0.561917 0.000193812
       34824    0.558602    0.561917 0.000193806
       34825    0.557092    0.561917 0.000193801
       34826    0.555579    0.561916 0.000193795
       34827    0.554064    0.561916  0.00019379
       34828     0.55255    0.561916 0.000193784
       34829     0.55104    0.561916 0.000193779
       34830    0.549535    0.561915 0.000193774
       34831    0.548039    0.561915 0.000193769
       34832    0.546554    0.561914 0.000193764
       34833    0.545083    0.561914 0.000193759
       34834    0.543629    0.561913 0.000193754
       34835    0.542197    0.561913 0.000193749
       34836    0.540788    0.561912 0.000193745
       34837    0.539406    0.561912  0.00019374
       34838    0.538055    0.561911 0.000193736
       34839    0.536738     0.56191 0.000193732
       34840    0.535459    0.561909 0.000193727
       34841    0.534222    0.561909 0.000193723
       34842     0.53303    0.561908  0.00019372
       34843    0.531888    0.561907 0.000193716
       34844    0.530801    0.561906 0.000193713
       34845    0.529771    0.561905 0.000193709
       34846    0.528803    0.561904 0.000193706
       34847      0.5279    0.561903 0.000193703
       34848    0.527067    0.561902   0.0001937
       34849    0.526307    0.561901 0.000193697
       34850    0.525623      0.5619 0.000193694
       34851     0.52502    0.561899 0.000193692
       34852    0.524501    0.561898 0.000193689
       34853     0.52407    0.561897 0.000193686
       34854     0.52373    0.561896 0.000193684
       34855    0.523482    0.561895 0.000193682
       34856     0.52333    0.561894 0.000193679
       34857    0.523275    0.561892 0.000193677
       34858    0.523319    0.561891 0.000193674
       34859    0.523464     0.56189 0.000193672
       34860    0.523711    0.561889  0.00019367
       34861    0.524061    0.561888 0.000193667
       34862    0.524516    0.561887 0.000193664
       34863    0.525073    0.561886 0.000193662
       34864    0.525734    0.561885 0.000193659
       34865    0.526496    0.561884 0.000193656
       34866    0.527357    0.561883 0.000193653
       34867    0.528315    0.561882  0.00019365
       34868    0.529367    0.561881 0.000193647
       34869    0.530512     0.56188 0.000193643
       34870    0.531744    0.561879  0.00019364
       34871     0.53306    0.561878 0.000193636
       34872    0.534454    0.561878 0.000193632
       34873    0.535923    0.561877 0.000193628
       34874     0.53746    0.561876 0.000193623
       34875     0.53906    0.561875 0.000193619
       34876    0.540716    0.561875 0.000193614
       34877    0.542422    0.561874  0.00019361
       34878     0.54417    0.561874 0.000193605
       34879    0.545955    0.561873   0.0001936
       34880    0.547767    0.561873 0.000193595
       34881    0.549601    0.561873 0.000193589
       34882    0.551449    0.561872 0.000193584
       34883    0.553304    0.561872 0.000193579
       34884    0.555157    0.561872 0.000193573
       34885    0.557002    0.561872 0.000193568
       34886    0.558831    0.561872 0.000193562
       34887    0.560638    0.561872 0.000193557
       34888    0.562416    0.561872 0.000193551
       34889    0.564159    0.561872 0.000193545
       34890    0.565862    0.561872  0.00019354
       34891    0.567519    0.561872 0.000193535
       34892    0.569123    0.561872 0.000193529
       34893     0.57067    0.561872 0.000193524
       34894    0.572155    0.561873 0.000193518
       34895    0.573576    0.561873 0.000193513
       34896    0.574929    0.561873 0.000193508
       34897    0.576212    0.561874 0.000193503
       34898    0.577422    0.561874 0.000193498
       34899    0.578557    0.561875 0.000193493
       34900    0.579618    0.561875 0.000193488
       34901    0.580604    0.561876 0.000193483
       34902    0.581513    0.561876 0.000193478
       34903    0.582347    0.561877 0.000193474
       34904    0.583107    0.561878 0.000193469
       34905    0.583792    0.561878 0.000193465
       34906    0.584405    0.561879  0.00019346
       34907    0.584946     0.56188 0.000193456
       34908    0.585418     0.56188 0.000193451
       34909    0.585822    0.561881 0.000193447
       34910    0.586159    0.561882 0.000193443
       34911    0.586434    0.561882 0.000193439
       34912    0.586649    0.561883 0.000193434
       34913    0.586806    0.561884  0.00019343
       34914    0.586908    0.561884 0.000193426
       34915    0.586957    0.561885 0.000193422
       34916    0.586958    0.561886 0.000193417
       34917    0.586911    0.561887 0.000193413
       34918    0.586821    0.561887 0.000193409
       34919    0.586687    0.561888 0.000193405
       34920    0.586514    0.561889 0.000193401
       34921    0.586302    0.561889 0.000193396
       34922    0.586054     0.56189 0.000193392
       34923    0.585773    0.561891 0.000193388
       34924    0.585458    0.561891 0.000193383
       34925    0.585114    0.561892 0.000193379
       34926     0.58474    0.561893 0.000193374
       34927    0.584339    0.561893  0.00019337
       34928    0.583911    0.561894 0.000193365
       34929    0.583459    0.561895 0.000193361
       34930    0.582984    0.561895 0.000193356
       34931    0.582487    0.561896 0.000193352
       34932    0.581969    0.561896 0.000193347
       34933    0.581432    0.561897 0.000193342
       34934    0.580878    0.561898 0.000193338
       34935    0.580308    0.561898 0.000193333
       34936    0.579724    0.561899 0.000193328
       34937    0.579126    0.561899 0.000193323
       34938    0.578515      0.5619 0.000193318
       34939    0.577893      0.5619 0.000193313
       34940    0.577261      0.5619 0.000193308
       34941    0.576623    0.561901 0.000193303
       34942     0.57598    0.561901 0.000193298
       34943    0.575335    0.561902 0.000193293
       34944    0.574691    0.561902 0.000193287
       34945     0.57405    0.561902 0.000193282
       34946    0.573415    0.561903 0.000193277
       34947    0.572788    0.561903 0.000193272
       34948    0.572172    0.561903 0.000193266
       34949     0.57157    0.561904 0.000193261
       34950    0.570985    0.561904 0.000193256
       34951     0.57042    0.561904  0.00019325
       34952    0.569878    0.561904 0.000193245
       34953    0.569361    0.561904  0.00019324
       34954    0.568872    0.561905 0.000193234
       34955    0.568413    0.561905 0.000193229
       34956    0.567985    0.561905 0.000193223
       34957    0.567591    0.561905 0.000193218
       34958    0.567232    0.561905 0.000193212
       34959    0.566908    0.561906 0.000193207
       34960     0.56662    0.561906 0.000193201
       34961     0.56637    0.561906 0.000193196
       34962    0.566157    0.561906  0.00019319
       34963    0.565982    0.561906 0.000193185
       34964    0.565842    0.561906 0.000193179
       34965    0.565738    0.561906 0.000193174
       34966    0.565666    0.561906 0.000193168
       34967    0.565627    0.561906 0.000193163
       34968    0.565617    0.561907 0.000193157
       34969    0.565634    0.561907 0.000193152
       34970    0.565673    0.561907 0.000193146
       34971    0.565733    0.561907 0.000193141
       34972     0.56581    0.561907 0.000193135
       34973      0.5659    0.561907  0.00019313
       34974       0.566    0.561907 0.000193124
       34975    0.566105    0.561907 0.000193119
       34976    0.566212    0.561907 0.000193113
       34977    0.566316    0.561908 0.000193108
       34978    0.566413    0.561908 0.000193103
       34979    0.566499    0.561908 0.000193097
       34980    0.566572    0.561908 0.000193092
       34981    0.566628    0.561908 0.000193086
       34982    0.566663    0.561908 0.000193081
       34983    0.566673    0.561908 0.000193075
       34984    0.566655    0.561909  0.00019307
       34985    0.566607    0.561909 0.000193064
       34986    0.566526    0.561909 0.000193059
       34987    0.566409    0.561909 0.000193053
       34988    0.566255    0.561909 0.000193048
       34989    0.566062    0.561909 0.000193042
       34990    0.565831    0.561909 0.000193037
       34991    0.565559    0.561909 0.000193031
       34992    0.565243    0.561909 0.000193026
       34993    0.564885     0.56191  0.00019302
       34994    0.564483     0.56191 0.000193015
       34995    0.564036     0.56191 0.000193009
       34996    0.563547     0.56191 0.000193004
       34997    0.563013     0.56191 0.000192998
       34998    0.562438     0.56191 0.000192993
       34999     0.56182     0.56191 0.000192987
       35000    0.561161     0.56191 0.000192982
       35001    0.560462     0.56191 0.000192976
       35002    0.559722     0.56191 0.000192971
       35003    0.558944     0.56191 0.000192965
       35004     0.55813    0.561909  0.00019296
       35005     0.55728    0.561909 0.000192954
       35006    0.556397    0.561909 0.000192949
       35007    0.555481    0.561909 0.000192943
       35008    0.554533    0.561909 0.000192938
       35009    0.553556    0.561909 0.000192933
       35010    0.552548    0.561908 0.000192927
       35011    0.551513    0.561908 0.000192922
       35012     0.55045    0.561908 0.000192917
       35013    0.549361    0.561907 0.000192912
       35014    0.548246    0.561907 0.000192907
       35015    0.547107    0.561906 0.000192901
       35016    0.545944    0.561906 0.000192897
       35017    0.544757    0.561906 0.000192892
       35018    0.543549    0.561905 0.000192887
       35019     0.54232    0.561904 0.000192882
       35020    0.541071    0.561904 0.000192878
       35021      0.5398    0.561903 0.000192873
       35022    0.538509    0.561903 0.000192869
       35023    0.537199    0.561902 0.000192865
       35024     0.53587    0.561901  0.00019286
       35025    0.534522      0.5619 0.000192857
       35026    0.533158      0.5619 0.000192853
       35027    0.531778    0.561899 0.000192849
       35028    0.530382    0.561898 0.000192846
       35029    0.528972    0.561897 0.000192843
       35030    0.527549    0.561896  0.00019284
       35031    0.526115    0.561895 0.000192837
       35032    0.524672    0.561894 0.000192834
       35033    0.523222    0.561893 0.000192832
       35034    0.521768    0.561891  0.00019283
       35035    0.520312     0.56189 0.000192828
       35036    0.518857    0.561889 0.000192826
       35037    0.517406    0.561888 0.000192825
       35038    0.515962    0.561886 0.000192824
       35039     0.51453    0.561885 0.000192823
       35040    0.513112    0.561884 0.000192823
       35041    0.511714    0.561882 0.000192822
       35042     0.51034    0.561881 0.000192823
       35043    0.508995    0.561879 0.000192823
       35044    0.507685    0.561878 0.000192824
       35045    0.506413    0.561876 0.000192825
       35046    0.505186    0.561875 0.000192826
       35047     0.50401    0.561873 0.000192828
       35048    0.502891    0.561871 0.000192829
       35049    0.501834     0.56187 0.000192831
       35050    0.500846    0.561868 0.000192834
       35051    0.499931    0.561866 0.000192836
       35052    0.499095    0.561864 0.000192839
       35053    0.498343    0.561862 0.000192842
       35054    0.497682    0.561861 0.000192845
       35055    0.497115    0.561859 0.000192849
       35056    0.496648    0.561857 0.000192852
       35057    0.496284    0.561855 0.000192856
       35058    0.496028    0.561853 0.000192859
       35059    0.495882    0.561851 0.000192863
       35060    0.495851    0.561849 0.000192867
       35061    0.495936    0.561848  0.00019287
       35062    0.496139    0.561846 0.000192874
       35063    0.496461    0.561844 0.000192878
       35064    0.496903    0.561842 0.000192881
       35065    0.497465     0.56184 0.000192884
       35066    0.498146    0.561838 0.000192887
       35067    0.498947    0.561836  0.00019289
       35068    0.499866    0.561835 0.000192893
       35069    0.500901    0.561833 0.000192895
       35070    0.502049    0.561831 0.000192897
       35071    0.503306     0.56183 0.000192899
       35072     0.50467    0.561828   0.0001929
       35073    0.506134    0.561826 0.000192901
       35074    0.507696    0.561825 0.000192902
       35075    0.509351    0.561823 0.000192902
       35076    0.511092    0.561822 0.000192902
       35077    0.512915     0.56182 0.000192902
       35078    0.514814    0.561819 0.000192901
       35079    0.516783    0.561818   0.0001929
       35080    0.518815    0.561817 0.000192898
       35081    0.520904    0.561815 0.000192896
       35082    0.523042    0.561814 0.000192894
       35083    0.525225    0.561813 0.000192891
       35084    0.527444    0.561812 0.000192888
       35085    0.529694    0.561811 0.000192885
       35086    0.531967    0.561811 0.000192881
       35087    0.534257     0.56181 0.000192877
       35088    0.536556    0.561809 0.000192873
       35089    0.538859    0.561808 0.000192869
       35090    0.541159    0.561808 0.000192864
       35091    0.543449    0.561807 0.000192859
       35092    0.545724    0.561807 0.000192854
       35093    0.547978    0.561806 0.000192849
       35094    0.550205    0.561806 0.000192844
       35095    0.552399    0.561806 0.000192839
       35096    0.554554    0.561806 0.000192833
       35097    0.556665    0.561806 0.000192828
       35098     0.55873    0.561805 0.000192822
       35099    0.560744    0.561805 0.000192817
       35100    0.562702    0.561805 0.000192811
       35101    0.564601    0.561805 0.000192806
       35102    0.566437    0.561806   0.0001928
       35103    0.568208    0.561806 0.000192795
       35104     0.56991    0.561806  0.00019279
       35105    0.571541    0.561806 0.000192784
       35106    0.573101    0.561807 0.000192779
       35107    0.574587    0.561807 0.000192774
       35108    0.575999    0.561807 0.000192769
       35109    0.577334    0.561808 0.000192764
       35110    0.578593    0.561808 0.000192759
       35111    0.579776    0.561809 0.000192754
       35112    0.580881    0.561809  0.00019275
       35113     0.58191     0.56181 0.000192745
       35114    0.582863    0.561811  0.00019274
       35115    0.583741    0.561811 0.000192736
       35116    0.584543    0.561812 0.000192731
       35117    0.585273    0.561812 0.000192727
       35118    0.585929    0.561813 0.000192723
       35119    0.586513    0.561814 0.000192719
       35120    0.587028    0.561815 0.000192714
       35121    0.587473    0.561815  0.00019271
       35122     0.58785    0.561816 0.000192706
       35123    0.588161    0.561817 0.000192702
       35124    0.588407    0.561818 0.000192698
       35125    0.588589    0.561818 0.000192694
       35126     0.58871    0.561819  0.00019269
       35127    0.588771     0.56182 0.000192686
       35128    0.588774    0.561821 0.000192682
       35129    0.588721    0.561821 0.000192678
       35130    0.588613    0.561822 0.000192675
       35131     0.58845    0.561823 0.000192671
       35132    0.588234    0.561824 0.000192666
       35133    0.587968    0.561824 0.000192662
       35134    0.587652    0.561825 0.000192658
       35135    0.587287    0.561826 0.000192654
       35136    0.586874    0.561827  0.00019265
       35137    0.586415    0.561827 0.000192646
       35138    0.585911    0.561828 0.000192642
       35139    0.585363    0.561829 0.000192637
       35140    0.584774    0.561829 0.000192633
       35141    0.584143     0.56183 0.000192628
       35142    0.583471    0.561831 0.000192624
       35143    0.582759    0.561831 0.000192619
       35144     0.58201    0.561832 0.000192615
       35145    0.581225    0.561832  0.00019261
       35146    0.580403    0.561833 0.000192605
       35147    0.579545    0.561833 0.000192601
       35148    0.578653    0.561834 0.000192596
       35149    0.577728    0.561834 0.000192591
       35150    0.576771    0.561835 0.000192586
       35151    0.575781    0.561835 0.000192581
       35152     0.57476    0.561835 0.000192575
       35153    0.573711    0.561836  0.00019257
       35154    0.572632    0.561836 0.000192565
       35155    0.571526    0.561836  0.00019256
       35156    0.570395    0.561837 0.000192554
       35157    0.569239    0.561837 0.000192549
       35158     0.56806    0.561837 0.000192544
       35159    0.566859    0.561837 0.000192538
       35160    0.565638    0.561837 0.000192533
       35161      0.5644    0.561837 0.000192527
       35162    0.563146    0.561837 0.000192522
       35163    0.561878    0.561837 0.000192516
       35164    0.560598    0.561837 0.000192511
       35165    0.559308    0.561837 0.000192506
       35166    0.558012    0.561837   0.0001925
       35167    0.556711    0.561837 0.000192495
       35168    0.555408    0.561837 0.000192489
       35169    0.554107    0.561837 0.000192484
       35170    0.552811    0.561836 0.000192479
       35171    0.551525    0.561836 0.000192473
       35172     0.55025    0.561836 0.000192468
       35173    0.548991    0.561835 0.000192463
       35174    0.547751    0.561835 0.000192458
       35175    0.546535    0.561835 0.000192453
       35176    0.545345    0.561834 0.000192448
       35177    0.544185    0.561834 0.000192443
       35178    0.543058    0.561833 0.000192439
       35179    0.541968    0.561832 0.000192434
       35180     0.54092    0.561832 0.000192429
       35181    0.539916    0.561831 0.000192425
       35182    0.538961    0.561831 0.000192421
       35183    0.538056     0.56183 0.000192416
       35184    0.537205    0.561829 0.000192412
       35185    0.536411    0.561828 0.000192408
       35186    0.535677    0.561828 0.000192404
       35187    0.535005    0.561827   0.0001924
       35188    0.534396    0.561826 0.000192396
       35189    0.533854    0.561825 0.000192392
       35190    0.533378    0.561825 0.000192388
       35191     0.53297    0.561824 0.000192385
       35192    0.532629    0.561823 0.000192381
       35193    0.532357    0.561822 0.000192377
       35194    0.532154    0.561821 0.000192374
       35195    0.532018     0.56182  0.00019237
       35196    0.531949     0.56182 0.000192367
       35197    0.531947    0.561819 0.000192363
       35198    0.532009    0.561818 0.000192359
       35199    0.532134    0.561817 0.000192356
       35200    0.532321    0.561816 0.000192352
       35201    0.532565    0.561815 0.000192348
       35202    0.532865    0.561815 0.000192345
       35203    0.533217    0.561814 0.000192341
       35204    0.533617    0.561813 0.000192337
       35205    0.534063    0.561812 0.000192333
       35206    0.534551    0.561811 0.000192329
       35207    0.535078    0.561811 0.000192326
       35208    0.535639     0.56181 0.000192321
       35209     0.53623    0.561809 0.000192317
       35210    0.536847    0.561808 0.000192313
       35211    0.537484    0.561808 0.000192309
       35212    0.538139    0.561807 0.000192305
       35213    0.538805    0.561806   0.0001923
       35214     0.53948    0.561806 0.000192296
       35215    0.540157    0.561805 0.000192291
       35216    0.540833    0.561805 0.000192287
       35217    0.541504    0.561804 0.000192282
       35218    0.542164    0.561803 0.000192278
       35219    0.542811    0.561803 0.000192273
       35220    0.543439    0.561802 0.000192268
       35221    0.544043    0.561802 0.000192263
       35222     0.54462    0.561801 0.000192259
       35223    0.545166    0.561801 0.000192254
       35224    0.545677      0.5618 0.000192249
       35225    0.546148      0.5618 0.000192244
       35226    0.546576      0.5618 0.000192239
       35227    0.546958    0.561799 0.000192234
       35228    0.547289    0.561799 0.000192229
       35229    0.547567    0.561798 0.000192224
       35230    0.547788    0.561798 0.000192219
       35231     0.54795    0.561798 0.000192214
       35232     0.54805    0.561797 0.000192209
       35233    0.548086    0.561797 0.000192204
       35234    0.548058    0.561796 0.000192199
       35235    0.547963    0.561796 0.000192194
       35236    0.547802    0.561796 0.000192188
       35237    0.547573    0.561795 0.000192183
       35238    0.547277    0.561795 0.000192178
       35239    0.546915    0.561794 0.000192173
       35240    0.546486    0.561794 0.000192168
       35241    0.545993    0.561793 0.000192164
       35242    0.545438    0.561793 0.000192159
       35243    0.544823    0.561793 0.000192154
       35244    0.544151    0.561792 0.000192149
       35245    0.543427    0.561791 0.000192144
       35246    0.542655    0.561791  0.00019214
       35247    0.541841     0.56179 0.000192135
       35248    0.540988     0.56179  0.00019213
       35249    0.540102    0.561789 0.000192126
       35250     0.53919    0.561789 0.000192122
       35251    0.538257    0.561788 0.000192117
       35252    0.537311    0.561787 0.000192113
       35253    0.536359    0.561786 0.000192109
       35254    0.535408    0.561786 0.000192105
       35255    0.534466    0.561785 0.000192101
       35256    0.533539    0.561784 0.000192097
       35257    0.532636    0.561783 0.000192094
       35258    0.531763    0.561782  0.00019209
       35259    0.530927    0.561782 0.000192087
       35260    0.530135    0.561781 0.000192083
       35261    0.529393     0.56178  0.00019208
       35262    0.528708    0.561779 0.000192077
       35263    0.528086    0.561778 0.000192074
       35264    0.527532    0.561777 0.000192071
       35265     0.52705    0.561776 0.000192068
       35266    0.526646    0.561775 0.000192065
       35267    0.526323    0.561774 0.000192062
       35268    0.526084    0.561773 0.000192059
       35269    0.525932    0.561772 0.000192057
       35270    0.525868    0.561771 0.000192054
       35271    0.525895     0.56177 0.000192051
       35272    0.526013    0.561769 0.000192048
       35273    0.526222    0.561768 0.000192046
       35274    0.526522    0.561767 0.000192043
       35275    0.526912    0.561766  0.00019204
       35276    0.527392    0.561765 0.000192037
       35277     0.52796    0.561764 0.000192034
       35278    0.528613    0.561763 0.000192031
       35279     0.52935    0.561762 0.000192027
       35280    0.530169    0.561761 0.000192024
       35281    0.531066     0.56176 0.000192021
       35282    0.532039    0.561759 0.000192017
       35283    0.533082    0.561759 0.000192013
       35284    0.534194    0.561758 0.000192009
       35285     0.53537    0.561757 0.000192005
       35286    0.536607    0.561756 0.000192001
       35287      0.5379    0.561756 0.000191997
       35288    0.539244    0.561755 0.000191993
       35289    0.540635    0.561754 0.000191988
       35290    0.542068    0.561754 0.000191984
       35291     0.54354    0.561753 0.000191979
       35292    0.545045    0.561753 0.000191974
       35293    0.546579    0.561752 0.000191969
       35294    0.548136    0.561752 0.000191964
       35295    0.549713    0.561752 0.000191959
       35296    0.551307    0.561751 0.000191954
       35297    0.552912    0.561751 0.000191948
       35298    0.554524    0.561751 0.000191943
       35299    0.556141    0.561751 0.000191938
       35300    0.557756    0.561751 0.000191932
       35301    0.559367    0.561751 0.000191927
       35302     0.56097    0.561751 0.000191921
       35303    0.562563    0.561751 0.000191916
       35304    0.564142    0.561751 0.000191911
       35305    0.565705    0.561751 0.000191905
       35306    0.567248    0.561751   0.0001919
       35307    0.568771    0.561751 0.000191894
       35308     0.57027    0.561751 0.000191889
       35309    0.571743    0.561752 0.000191884
       35310     0.57319    0.561752 0.000191879
       35311    0.574609    0.561752 0.000191874
       35312    0.575998    0.561753 0.000191869
       35313    0.577356    0.561753 0.000191864
       35314    0.578682    0.561754 0.000191859
       35315    0.579975    0.561754 0.000191854
       35316    0.581233    0.561755  0.00019185
       35317    0.582457    0.561755 0.000191845
       35318    0.583645    0.561756 0.000191841
       35319    0.584797    0.561757 0.000191836
       35320    0.585912    0.561757 0.000191832
       35321    0.586989    0.561758 0.000191828
       35322    0.588026    0.561759 0.000191824
       35323    0.589025     0.56176  0.00019182
       35324    0.589983     0.56176 0.000191816
       35325      0.5909    0.561761 0.000191813
       35326    0.591774    0.561762 0.000191809
       35327    0.592607    0.561763 0.000191806
       35328    0.593396    0.561764 0.000191802
       35329    0.594143    0.561765 0.000191799
       35330    0.594846    0.561766 0.000191796
       35331    0.595505    0.561767 0.000191793
       35332    0.596119    0.561768  0.00019179
       35333    0.596688    0.561769 0.000191787
       35334     0.59721     0.56177 0.000191784
       35335    0.597687    0.561771 0.000191781
       35336    0.598118    0.561772 0.000191779
       35337    0.598502    0.561773 0.000191776
       35338    0.598839    0.561774 0.000191774
       35339     0.59913    0.561775 0.000191771
       35340    0.599373    0.561776 0.000191769
       35341     0.59957    0.561777 0.000191766
       35342     0.59972    0.561778 0.000191764
       35343    0.599825    0.561779 0.000191761
       35344    0.599884     0.56178 0.000191759
       35345    0.599899    0.561781 0.000191757
       35346     0.59987    0.561782 0.000191754
       35347      0.5998    0.561783 0.000191752
       35348    0.599688    0.561784 0.000191749
       35349    0.599537    0.561786 0.000191747
       35350    0.599346    0.561787 0.000191744
       35351    0.599119    0.561788 0.000191742
       35352    0.598857    0.561789 0.000191739
       35353    0.598562     0.56179 0.000191737
       35354    0.598235    0.561791 0.000191734
       35355    0.597879    0.561792 0.000191731
       35356    0.597496    0.561793 0.000191729
       35357    0.597087    0.561794 0.000191726
       35358    0.596656    0.561795 0.000191723
       35359    0.596202    0.561796  0.00019172
       35360    0.595729    0.561797 0.000191717
       35361    0.595239    0.561798 0.000191714
       35362    0.594732    0.561799 0.000191711
       35363    0.594211    0.561799 0.000191707
       35364    0.593679      0.5618 0.000191704
       35365    0.593138    0.561801 0.000191701
       35366    0.592587    0.561802 0.000191697
       35367     0.59203    0.561803 0.000191694
       35368    0.591467    0.561804  0.00019169
       35369    0.590899    0.561805 0.000191687
       35370    0.590329    0.561805 0.000191683
       35371    0.589757    0.561806 0.000191679
       35372    0.589184    0.561807 0.000191675
       35373    0.588612    0.561808 0.000191671
       35374    0.588042    0.561809 0.000191667
       35375    0.587475    0.561809 0.000191663
       35376    0.586912     0.56181 0.000191659
       35377    0.586353    0.561811 0.000191655
       35378    0.585798    0.561811 0.000191651
       35379    0.585249    0.561812 0.000191647
       35380    0.584705    0.561813 0.000191642
       35381    0.584167    0.561813 0.000191638
       35382    0.583636    0.561814 0.000191633
       35383    0.583111    0.561815 0.000191629
       35384    0.582594    0.561815 0.000191624
       35385    0.582085    0.561816  0.00019162
       35386    0.581584    0.561816 0.000191615
       35387    0.581091    0.561817 0.000191611
       35388    0.580606    0.561817 0.000191606
       35389    0.580128    0.561818 0.000191601
       35390    0.579657    0.561818 0.000191596
       35391    0.579193    0.561819 0.000191592
       35392    0.578736    0.561819 0.000191587
       35393    0.578286     0.56182 0.000191582
       35394    0.577842     0.56182 0.000191577
       35395    0.577402    0.561821 0.000191572
       35396    0.576966    0.561821 0.000191567
       35397    0.576532    0.561821 0.000191562
       35398      0.5761    0.561822 0.000191557
       35399    0.575669    0.561822 0.000191552
       35400    0.575236    0.561823 0.000191547
       35401    0.574801    0.561823 0.000191542
       35402    0.574364    0.561823 0.000191537
       35403    0.573923    0.561824 0.000191532
       35404    0.573476    0.561824 0.000191527
       35405    0.573023    0.561824 0.000191522
       35406    0.572563    0.561825 0.000191517
       35407    0.572095    0.561825 0.000191511
       35408    0.571619    0.561825 0.000191506
       35409    0.571134    0.561826 0.000191501
       35410     0.57064    0.561826 0.000191496
       35411    0.570136    0.561826  0.00019149
       35412    0.569624    0.561826 0.000191485
       35413    0.569104    0.561826  0.00019148
       35414    0.568576    0.561827 0.000191475
       35415    0.568043    0.561827 0.000191469
       35416    0.567505    0.561827 0.000191464
       35417    0.566965    0.561827 0.000191459
       35418    0.566423    0.561827 0.000191453
       35419    0.565884    0.561827 0.000191448
       35420     0.56535    0.561827 0.000191442
       35421    0.564822    0.561828 0.000191437
       35422    0.564303    0.561828 0.000191432
       35423    0.563795    0.561828 0.000191426
       35424    0.563302    0.561828 0.000191421
       35425    0.562824    0.561828 0.000191415
       35426    0.562366    0.561828  0.00019141
       35427    0.561928    0.561828 0.000191405
       35428    0.561514    0.561828 0.000191399
       35429    0.561124    0.561828 0.000191394
       35430     0.56076    0.561828 0.000191388
       35431    0.560422    0.561828 0.000191383
       35432    0.560111    0.561828 0.000191378
       35433    0.559824    0.561828 0.000191372
       35434    0.559562    0.561827 0.000191367
       35435    0.559323    0.561827 0.000191362
       35436    0.559105    0.561827 0.000191356
       35437    0.558907    0.561827 0.000191351
       35438    0.558725    0.561827 0.000191345
       35439    0.558557    0.561827  0.00019134
       35440    0.558399    0.561827 0.000191335
       35441     0.55825    0.561827 0.000191329
       35442    0.558106    0.561827 0.000191324
       35443    0.557964    0.561827 0.000191319
       35444    0.557821    0.561827 0.000191313
       35445    0.557674    0.561826 0.000191308
       35446    0.557521    0.561826 0.000191302
       35447    0.557359    0.561826 0.000191297
       35448    0.557187    0.561826 0.000191292
       35449    0.557001    0.561826 0.000191286
       35450    0.556802    0.561826 0.000191281
       35451    0.556589    0.561826 0.000191276
       35452     0.55636    0.561825  0.00019127
       35453    0.556115    0.561825 0.000191265
       35454    0.555855    0.561825  0.00019126
       35455     0.55558    0.561825 0.000191254
       35456    0.555292    0.561825 0.000191249
       35457    0.554994    0.561825 0.000191244
       35458    0.554685    0.561824 0.000191239
       35459     0.55437    0.561824 0.000191233
       35460    0.554052    0.561824 0.000191228
       35461    0.553734    0.561824 0.000191223
       35462     0.55342    0.561823 0.000191217
       35463    0.553114    0.561823 0.000191212
       35464     0.55282    0.561823 0.000191207
       35465    0.552544    0.561823 0.000191202
       35466     0.55229    0.561822 0.000191197
       35467    0.552061    0.561822 0.000191191
       35468    0.551862    0.561822 0.000191186
       35469    0.551698    0.561822 0.000191181
       35470    0.551573    0.561821 0.000191176
       35471    0.551493    0.561821 0.000191171
       35472    0.551461    0.561821 0.000191166
       35473    0.551482     0.56182  0.00019116
       35474     0.55156     0.56182 0.000191155
       35475    0.551698     0.56182  0.00019115
       35476    0.551897     0.56182 0.000191145
       35477    0.552162    0.561819  0.00019114
       35478    0.552494    0.561819 0.000191134
       35479    0.552894    0.561819 0.000191129
       35480    0.553362    0.561819 0.000191124
       35481    0.553901    0.561818 0.000191119
       35482    0.554508    0.561818 0.000191113
       35483    0.555184    0.561818 0.000191108
       35484    0.555926    0.561818 0.000191103
       35485    0.556735    0.561818 0.000191098
       35486    0.557606    0.561818 0.000191092
       35487    0.558538    0.561817 0.000191087
       35488    0.559526    0.561817 0.000191081
       35489    0.560568    0.561817 0.000191076
       35490    0.561659    0.561817 0.000191071
       35491    0.562795    0.561817 0.000191065
       35492     0.56397    0.561817  0.00019106
       35493    0.565181    0.561818 0.000191055
       35494    0.566421    0.561818 0.000191049
       35495    0.567685    0.561818 0.000191044
       35496    0.568968    0.561818 0.000191039
       35497    0.570263    0.561818 0.000191033
       35498    0.571564    0.561819 0.000191028
       35499    0.572865    0.561819 0.000191023
