#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         735     2.15186     2.12334 0.000876788
         736     2.15212     2.12338 0.000876469
         737     2.15229     2.12342 0.000876157
         738     2.15239     2.12346 0.000875849
         739     2.15241      2.1235  0.00087554
         740     2.15238     2.12353 0.000875226
         741     2.15229     2.12357 0.000874905
         742     2.15216     2.12361 0.000874574
         743     2.15199     2.12365  0.00087423
         744     2.15181     2.12369 0.000873874
         745     2.15161     2.12373 0.000873505
         746     2.15142     2.12376 0.000873122
         747     2.15124      2.1238 0.000872728
         748     2.15108     2.12384 0.000872323
         749     2.15097     2.12387  0.00087191
         750      2.1509     2.12391 0.000871492
         751     2.15089     2.12394 0.000871072
         752     2.15096     2.12398 0.000870654
         753      2.1511     2.12402 0.000870243
         754     2.15134     2.12405 0.000869843
         755     2.15167     2.12409  0.00086946
         756     2.15211     2.12413 0.000869099
         757     2.15265     2.12416 0.000868768
         758     2.15331      2.1242 0.000868472
         759     2.15408     2.12424 0.000868219
         760     2.15496     2.12428 0.000868017
         761     2.15596     2.12432 0.000867874
         762     2.15707     2.12437 0.000867799
         763     2.15828     2.12441 0.000867799
         764      2.1596     2.12446 0.000867885
         765     2.16102      2.1245 0.000868065
         766     2.16252     2.12455 0.000868349
         767      2.1641     2.12461 0.000868746
         768     2.16576     2.12466 0.000869266
         769     2.16748     2.12471 0.000869917
         770     2.16925     2.12477 0.000870708
         771     2.17107     2.12483 0.000871647
         772     2.17292     2.12489  0.00087274
         773      2.1748     2.12496 0.000873996
         774     2.17669     2.12503 0.000875419
         775      2.1786      2.1251 0.000877014
         776      2.1805     2.12517 0.000878786
         777      2.1824     2.12524 0.000880736
         778     2.18428     2.12532 0.000882866
         779     2.18613     2.12539 0.000885178
         780     2.18796     2.12547  0.00088767
         781     2.18976     2.12556 0.000890341
         782     2.19151     2.12564 0.000893189
         783     2.19323     2.12573 0.000896209
         784     2.19489     2.12582 0.000899398
         785     2.19651     2.12591  0.00090275
         786     2.19808       2.126 0.000906259
         787     2.19959     2.12609 0.000909918
         788     2.20104     2.12619 0.000913721
         789     2.20243     2.12628 0.000917659
         790     2.20377     2.12638 0.000921725
         791     2.20505     2.12648  0.00092591
         792     2.20627     2.12658 0.000930205
         793     2.20742     2.12668 0.000934601
         794     2.20852     2.12679  0.00093909
         795     2.20956     2.12689 0.000943663
         796     2.21054       2.127  0.00094831
         797     2.21146      2.1271 0.000953024
         798     2.21232     2.12721 0.000957794
         799     2.21313     2.12732 0.000962614
         800     2.21389     2.12742 0.000967474
         801     2.21458     2.12753 0.000972366
         802     2.21523     2.12764 0.000977283
         803     2.21583     2.12775 0.000982217
         804     2.21637     2.12786 0.000987161
         805     2.21687     2.12797 0.000992108
         806     2.21732     2.12808 0.000997051
         807     2.21773     2.12819  0.00100198
         808     2.21809     2.12831   0.0010069
         809     2.21841     2.12842   0.0010118
         810     2.21869     2.12853  0.00101667
         811     2.21893     2.12864  0.00102151
         812     2.21913     2.12875  0.00102631
         813     2.21929     2.12886  0.00103107
         814     2.21942     2.12897  0.00103579
         815     2.21951     2.12909  0.00104046
         816     2.21958      2.1292  0.00104508
         817     2.21961     2.12931  0.00104964
         818     2.21961     2.12942  0.00105415
         819     2.21958     2.12953  0.00105859
         820     2.21953     2.12964  0.00106298
         821     2.21945     2.12975  0.00106729
         822     2.21935     2.12986  0.00107155
         823     2.21922     2.12996  0.00107573
         824     2.21907     2.13007  0.00107985
         825     2.21891     2.13018   0.0010839
         826     2.21872     2.13029  0.00108787
         827     2.21851     2.13039  0.00109177
         828     2.21829      2.1305   0.0010956
         829     2.21805     2.13061  0.00109936
         830      2.2178     2.13071  0.00110304
         831     2.21753     2.13082  0.00110665
         832     2.21726     2.13092  0.00111019
         833     2.21697     2.13102  0.00111365
         834     2.21667     2.13113  0.00111704
         835     2.21636     2.13123  0.00112036
         836     2.21605     2.13133   0.0011236
         837     2.21572     2.13143  0.00112678
         838     2.21539     2.13153  0.00112988
         839     2.21506     2.13163  0.00113291
         840     2.21472     2.13173  0.00113587
         841     2.21438     2.13183  0.00113877
         842     2.21404     2.13192  0.00114159
         843      2.2137     2.13202  0.00114435
         844     2.21335     2.13212  0.00114704
         845     2.21301     2.13221  0.00114968
         846     2.21267     2.13231  0.00115224
         847     2.21232      2.1324  0.00115475
         848     2.21199      2.1325  0.00115719
         849     2.21165     2.13259  0.00115958
         850     2.21132     2.13268  0.00116191
         851       2.211     2.13277  0.00116418
         852     2.21068     2.13287   0.0011664
         853     2.21036     2.13296  0.00116857
         854     2.21005     2.13305  0.00117068
         855     2.20975     2.13314  0.00117274
         856     2.20946     2.13323  0.00117476
         857     2.20917     2.13331  0.00117673
         858     2.20889      2.1334  0.00117865
         859     2.20862     2.13349  0.00118052
         860     2.20836     2.13358  0.00118236
         861      2.2081     2.13366  0.00118415
         862     2.20786     2.13375   0.0011859
         863     2.20762     2.13384  0.00118761
         864     2.20739     2.13392  0.00118928
         865     2.20717     2.13401  0.00119092
         866     2.20696     2.13409  0.00119252
         867     2.20675     2.13417  0.00119408
         868     2.20655     2.13426  0.00119562
         869     2.20635     2.13434  0.00119711
         870     2.20616     2.13442  0.00119858
         871     2.20598      2.1345  0.00120002
         872     2.20579     2.13459  0.00120142
         873     2.20561     2.13467   0.0012028
         874     2.20542     2.13475  0.00120414
         875     2.20524     2.13483  0.00120546
         876     2.20504     2.13491  0.00120674
         877     2.20485     2.13499    0.001208
         878     2.20464     2.13507  0.00120923
         879     2.20442     2.13515  0.00121042
         880     2.20419     2.13523  0.00121159
         881     2.20394      2.1353  0.00121272
         882     2.20367     2.13538  0.00121382
         883     2.20338     2.13546  0.00121488
         884     2.20306     2.13553  0.00121591
         885     2.20271     2.13561  0.00121691
         886     2.20233     2.13569  0.00121786
         887     2.20192     2.13576  0.00121878
         888     2.20147     2.13583  0.00121965
         889     2.20097     2.13591  0.00122047
         890     2.20043     2.13598  0.00122125
         891     2.19985     2.13605  0.00122199
         892     2.19922     2.13612  0.00122267
         893     2.19854     2.13619  0.00122329
         894      2.1978     2.13626  0.00122386
         895     2.19702     2.13633  0.00122438
         896     2.19619      2.1364  0.00122483
         897      2.1953     2.13646  0.00122523
         898     2.19436     2.13653  0.00122556
         899     2.19338     2.13659  0.00122582
         900     2.19235     2.13665  0.00122603
         901     2.19129     2.13671  0.00122617
         902     2.19019     2.13677  0.00122624
         903     2.18906     2.13683  0.00122625
         904     2.18791     2.13689  0.00122619
         905     2.18674     2.13694  0.00122607
         906     2.18557     2.13699  0.00122589
         907     2.18439     2.13705  0.00122566
         908     2.18323      2.1371  0.00122536
         909     2.18209     2.13715  0.00122501
         910     2.18098      2.1372  0.00122461
         911     2.17991     2.13724  0.00122417
         912     2.17889     2.13729  0.00122368
         913     2.17792     2.13733  0.00122314
         914     2.17702     2.13738  0.00122258
         915      2.1762     2.13742  0.00122198
         916     2.17545     2.13746  0.00122135
         917     2.17478      2.1375  0.00122069
         918      2.1742     2.13754  0.00122002
         919      2.1737     2.13758  0.00121933
