#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        1166     2.19721     2.14898  0.00118287
        1167     2.19821     2.14902  0.00118261
        1168      2.1992     2.14907  0.00118237
        1169     2.20018     2.14911  0.00118217
        1170     2.20116     2.14915    0.001182
        1171     2.20211      2.1492  0.00118185
        1172     2.20306     2.14925  0.00118174
        1173     2.20398     2.14929  0.00118165
        1174     2.20488     2.14934  0.00118159
        1175     2.20576     2.14939  0.00118156
        1176     2.20661     2.14944  0.00118156
        1177     2.20743     2.14949  0.00118158
        1178     2.20822     2.14954  0.00118163
        1179     2.20897     2.14959   0.0011817
        1180      2.2097     2.14964   0.0011818
        1181     2.21039     2.14969  0.00118192
        1182     2.21104     2.14974  0.00118206
        1183     2.21166     2.14979  0.00118222
        1184     2.21224     2.14985  0.00118239
        1185     2.21278      2.1499  0.00118259
        1186     2.21328     2.14995   0.0011828
        1187     2.21374     2.15001  0.00118302
        1188     2.21416     2.15006  0.00118326
        1189     2.21454     2.15011   0.0011835
        1190     2.21488     2.15017  0.00118376
        1191     2.21518     2.15022  0.00118402
        1192     2.21543     2.15028  0.00118429
        1193     2.21565     2.15033  0.00118457
        1194     2.21583     2.15039  0.00118484
        1195     2.21596     2.15044  0.00118512
        1196     2.21606      2.1505   0.0011854
        1197     2.21612     2.15055  0.00118568
        1198     2.21613     2.15061  0.00118595
        1199     2.21611     2.15066  0.00118622
        1200     2.21605     2.15072  0.00118648
        1201     2.21594     2.15077  0.00118674
        1202      2.2158     2.15082  0.00118698
        1203     2.21563     2.15088  0.00118722
        1204     2.21541     2.15093  0.00118744
        1205     2.21516     2.15098  0.00118765
        1206     2.21487     2.15104  0.00118785
        1207     2.21455     2.15109  0.00118803
        1208     2.21419     2.15114  0.00118819
        1209      2.2138     2.15119  0.00118834
        1210     2.21338     2.15125  0.00118847
        1211     2.21292      2.1513  0.00118858
        1212     2.21244     2.15135  0.00118867
        1213     2.21192      2.1514  0.00118873
        1214     2.21138     2.15145  0.00118878
        1215     2.21081      2.1515  0.00118881
        1216     2.21022     2.15154  0.00118881
        1217      2.2096     2.15159  0.00118879
        1218     2.20896     2.15164  0.00118875
        1219      2.2083     2.15168  0.00118868
        1220     2.20763     2.15173  0.00118859
        1221     2.20693     2.15178  0.00118848
        1222     2.20622     2.15182  0.00118834
        1223      2.2055     2.15186  0.00118818
        1224     2.20477     2.15191  0.00118799
        1225     2.20403     2.15195  0.00118778
        1226     2.20329     2.15199  0.00118755
        1227     2.20254     2.15203   0.0011873
        1228     2.20179     2.15207  0.00118702
        1229     2.20104     2.15211  0.00118673
        1230      2.2003     2.15215  0.00118641
        1231     2.19955     2.15219  0.00118607
        1232     2.19882     2.15223  0.00118571
        1233      2.1981     2.15227  0.00118533
        1234     2.19738      2.1523  0.00118493
        1235     2.19668     2.15234  0.00118452
        1236     2.19599     2.15237  0.00118409
        1237     2.19532     2.15241  0.00118364
        1238     2.19467     2.15244  0.00118318
        1239     2.19403     2.15248   0.0011827
        1240     2.19341     2.15251   0.0011822
        1241     2.19281     2.15254   0.0011817
        1242     2.19223     2.15257  0.00118118
        1243     2.19167     2.15261  0.00118065
        1244     2.19112     2.15264   0.0011801
        1245      2.1906     2.15267  0.00117955
        1246     2.19009      2.1527  0.00117898
        1247      2.1896     2.15273  0.00117841
        1248     2.18912     2.15276  0.00117783
        1249     2.18866     2.15278  0.00117723
        1250     2.18821     2.15281  0.00117663
        1251     2.18777     2.15284  0.00117603
        1252     2.18734     2.15287  0.00117541
        1253     2.18692      2.1529  0.00117478
        1254      2.1865     2.15292  0.00117415
        1255     2.18608     2.15295  0.00117352
        1256     2.18567     2.15297  0.00117287
        1257     2.18526       2.153  0.00117222
        1258     2.18484     2.15303  0.00117156
        1259     2.18442     2.15305  0.00117089
        1260       2.184     2.15308  0.00117022
        1261     2.18356      2.1531  0.00116954
        1262     2.18312     2.15312  0.00116886
        1263     2.18267     2.15315  0.00116817
        1264      2.1822     2.15317  0.00116747
        1265     2.18173     2.15319  0.00116677
        1266     2.18124     2.15321  0.00116605
        1267     2.18073     2.15324  0.00116534
        1268     2.18022     2.15326  0.00116461
        1269     2.17968     2.15328  0.00116388
        1270     2.17914      2.1533  0.00116314
        1271     2.17858     2.15332   0.0011624
        1272     2.17801     2.15334  0.00116164
        1273     2.17743     2.15336  0.00116089
        1274     2.17684     2.15338  0.00116012
        1275     2.17624     2.15339  0.00115935
        1276     2.17564     2.15341  0.00115857
        1277     2.17503     2.15343  0.00115779
        1278     2.17441     2.15344    0.001157
        1279      2.1738     2.15346   0.0011562
        1280     2.17318     2.15348   0.0011554
        1281     2.17257     2.15349   0.0011546
        1282     2.17197      2.1535  0.00115379
        1283     2.17137     2.15352  0.00115297
        1284     2.17078     2.15353  0.00115215
        1285     2.17021     2.15354  0.00115133
        1286     2.16966     2.15356   0.0011505
        1287     2.16912     2.15357  0.00114967
        1288      2.1686     2.15358  0.00114884
        1289     2.16811     2.15359    0.001148
        1290     2.16764      2.1536  0.00114716
        1291      2.1672     2.15361  0.00114632
        1292     2.16679     2.15362  0.00114548
        1293      2.1664     2.15363  0.00114464
        1294     2.16605     2.15364  0.00114379
        1295     2.16573     2.15365  0.00114295
        1296     2.16545     2.15366   0.0011421
        1297      2.1652     2.15367  0.00114126
        1298     2.16498     2.15368  0.00114041
        1299      2.1648     2.15369  0.00113957
        1300     2.16465      2.1537  0.00113872
        1301     2.16454      2.1537  0.00113788
        1302     2.16446     2.15371  0.00113703
        1303     2.16441     2.15372  0.00113619
        1304      2.1644     2.15373  0.00113535
        1305     2.16441     2.15374  0.00113451
        1306     2.16445     2.15375  0.00113367
        1307     2.16452     2.15375  0.00113283
        1308     2.16462     2.15376  0.00113199
        1309     2.16473     2.15377  0.00113116
        1310     2.16487     2.15378  0.00113033
        1311     2.16503     2.15379   0.0011295
        1312     2.16521      2.1538  0.00112867
        1313      2.1654     2.15381  0.00112785
        1314      2.1656     2.15381  0.00112702
        1315     2.16582     2.15382   0.0011262
        1316     2.16605     2.15383  0.00112539
        1317     2.16628     2.15384  0.00112457
        1318     2.16652     2.15385  0.00112376
        1319     2.16676     2.15386  0.00112295
        1320       2.167     2.15387  0.00112214
        1321     2.16724     2.15388  0.00112134
        1322     2.16748     2.15389  0.00112054
        1323     2.16772      2.1539  0.00111974
        1324     2.16795     2.15391  0.00111895
        1325     2.16818     2.15392  0.00111815
        1326     2.16839     2.15393  0.00111736
        1327      2.1686     2.15395  0.00111657
        1328     2.16881     2.15396  0.00111579
        1329       2.169     2.15397  0.00111501
        1330     2.16917     2.15398  0.00111423
        1331     2.16934     2.15399  0.00111345
        1332      2.1695       2.154  0.00111268
        1333     2.16964     2.15401   0.0011119
        1334     2.16976     2.15403  0.00111113
        1335     2.16987     2.15404  0.00111036
        1336     2.16997     2.15405   0.0011096
        1337     2.17005     2.15406  0.00110883
        1338     2.17011     2.15407  0.00110807
        1339     2.17015     2.15409   0.0011073
        1340     2.17018      2.1541  0.00110654
        1341     2.17019     2.15411  0.00110578
        1342     2.17017     2.15412  0.00110502
        1343     2.17014     2.15413  0.00110427
        1344     2.17008     2.15415  0.00110351
        1345        2.17     2.15416  0.00110275
        1346     2.16989     2.15417  0.00110199
        1347     2.16976     2.15418  0.00110124
        1348      2.1696     2.15419  0.00110048
        1349     2.16941      2.1542  0.00109972
        1350     2.16919     2.15421  0.00109896
        1351     2.16893     2.15423   0.0010982
        1352     2.16864     2.15424  0.00109744
        1353      2.1683     2.15425  0.00109668
        1354     2.16793     2.15426  0.00109592
        1355     2.16751     2.15427  0.00109515
        1356     2.16705     2.15428  0.00109438
        1357     2.16654     2.15429  0.00109361
        1358     2.16598     2.15429  0.00109284
        1359     2.16537      2.1543  0.00109207
        1360      2.1647     2.15431  0.00109129
        1361     2.16398     2.15432  0.00109051
        1362     2.16319     2.15432  0.00108973
        1363     2.16235     2.15433  0.00108895
        1364     2.16145     2.15433  0.00108816
        1365     2.16049     2.15434  0.00108738
        1366     2.15946     2.15434  0.00108659
        1367     2.15838     2.15435   0.0010858
        1368     2.15725     2.15435    0.001085
        1369     2.15606     2.15435  0.00108421
        1370     2.15482     2.15435  0.00108342
        1371     2.15353     2.15435  0.00108263
        1372     2.15221     2.15435  0.00108184
        1373     2.15086     2.15434  0.00108106
        1374     2.14949     2.15434  0.00108028
        1375     2.14811     2.15434   0.0010795
        1376     2.14673     2.15433  0.00107873
        1377     2.14535     2.15432  0.00107797
        1378     2.14401     2.15432  0.00107721
        1379      2.1427     2.15431  0.00107646
        1380     2.14145      2.1543  0.00107572
        1381     2.14026     2.15429  0.00107499
        1382     2.13916     2.15428  0.00107427
        1383     2.13815     2.15427  0.00107356
        1384     2.13726     2.15425  0.00107285
        1385     2.13648     2.15424  0.00107215
        1386     2.13585     2.15423  0.00107146
        1387     2.13535     2.15421  0.00107078
        1388     2.13501      2.1542  0.00107009
        1389     2.13482     2.15419  0.00106941
        1390      2.1348     2.15417  0.00106874
        1391     2.13493     2.15416  0.00106806
        1392     2.13523     2.15415  0.00106738
        1393     2.13568     2.15413  0.00106669
        1394     2.13628     2.15412    0.001066
        1395     2.13702     2.15411  0.00106531
        1396     2.13789      2.1541  0.00106461
        1397     2.13887     2.15408   0.0010639
        1398     2.13995     2.15407  0.00106319
        1399     2.14112     2.15407  0.00106247
        1400     2.14235     2.15406  0.00106175
        1401     2.14364     2.15405  0.00106101
        1402     2.14496     2.15404  0.00106028
        1403     2.14629     2.15404  0.00105954
        1404     2.14763     2.15403  0.00105879
        1405     2.14894     2.15403  0.00105804
        1406     2.15023     2.15403  0.00105729
        1407     2.15147     2.15402  0.00105654
        1408     2.15264     2.15402  0.00105579
        1409     2.15375     2.15402  0.00105504
        1410     2.15477     2.15402   0.0010543
        1411      2.1557     2.15403  0.00105355
        1412     2.15652     2.15403  0.00105281
        1413     2.15724     2.15403  0.00105206
        1414     2.15785     2.15403  0.00105132
        1415     2.15833     2.15403  0.00105058
        1416      2.1587     2.15404  0.00104985
        1417     2.15894     2.15404  0.00104911
        1418     2.15906     2.15405  0.00104838
        1419     2.15905     2.15405  0.00104764
        1420     2.15893     2.15405  0.00104691
        1421     2.15868     2.15406  0.00104618
        1422     2.15832     2.15406  0.00104545
        1423     2.15784     2.15406  0.00104472
        1424     2.15726     2.15406  0.00104399
        1425     2.15658     2.15407  0.00104326
        1426     2.15581     2.15407  0.00104253
        1427     2.15496     2.15407  0.00104179
        1428     2.15403     2.15407  0.00104107
        1429     2.15303     2.15407  0.00104034
        1430     2.15199     2.15406  0.00103961
        1431      2.1509     2.15406  0.00103889
        1432     2.14979     2.15406  0.00103817
        1433     2.14866     2.15406  0.00103745
        1434     2.14753     2.15405  0.00103673
        1435     2.14642     2.15405  0.00103603
        1436     2.14533     2.15404  0.00103532
        1437     2.14429     2.15403  0.00103462
        1438      2.1433     2.15403  0.00103393
        1439     2.14239     2.15402  0.00103324
        1440     2.14155     2.15401  0.00103256
        1441     2.14082       2.154  0.00103189
        1442     2.14019     2.15399  0.00103122
        1443     2.13968     2.15398  0.00103055
        1444      2.1393     2.15397  0.00102988
        1445     2.13904     2.15396  0.00102922
        1446     2.13893     2.15395  0.00102856
        1447     2.13896     2.15394  0.00102791
        1448     2.13913     2.15393  0.00102725
        1449     2.13944     2.15392  0.00102659
        1450     2.13989     2.15391  0.00102592
        1451     2.14048      2.1539  0.00102526
        1452     2.14119     2.15389  0.00102459
        1453     2.14203     2.15388  0.00102392
        1454     2.14298     2.15388  0.00102324
        1455     2.14403     2.15387  0.00102256
        1456     2.14518     2.15386  0.00102188
        1457     2.14641     2.15386  0.00102119
        1458     2.14771     2.15385  0.00102049
        1459     2.14906     2.15385   0.0010198
        1460     2.15047     2.15385   0.0010191
        1461     2.15191     2.15385  0.00101841
        1462     2.15337     2.15385  0.00101771
        1463     2.15484     2.15385  0.00101702
        1464     2.15632     2.15385  0.00101632
        1465     2.15779     2.15385  0.00101563
        1466     2.15925     2.15385  0.00101495
        1467     2.16069     2.15386  0.00101427
        1468      2.1621     2.15387  0.00101359
        1469     2.16347     2.15387  0.00101292
        1470      2.1648     2.15388  0.00101226
        1471      2.1661     2.15389  0.00101161
        1472     2.16734      2.1539  0.00101096
        1473     2.16854     2.15391  0.00101032
        1474     2.16968     2.15392  0.00100969
        1475     2.17078     2.15393  0.00100907
        1476     2.17182     2.15394  0.00100846
        1477     2.17281     2.15395  0.00100786
        1478     2.17374     2.15397  0.00100727
        1479     2.17463     2.15398  0.00100668
        1480     2.17546       2.154  0.00100611
        1481     2.17624     2.15401  0.00100554
        1482     2.17698     2.15403  0.00100498
        1483     2.17767     2.15404  0.00100443
        1484     2.17831     2.15406  0.00100389
        1485     2.17891     2.15407  0.00100335
        1486     2.17948     2.15409  0.00100282
        1487        2.18     2.15411   0.0010023
        1488     2.18049     2.15413  0.00100178
        1489     2.18094     2.15415  0.00100127
        1490     2.18136     2.15416  0.00100076
        1491     2.18176     2.15418  0.00100026
        1492     2.18212      2.1542 0.000999769
        1493     2.18246     2.15422 0.000999279
        1494     2.18277     2.15424 0.000998793
        1495     2.18307     2.15426 0.000998311
        1496     2.18334     2.15428 0.000997832
        1497     2.18359      2.1543 0.000997358
        1498     2.18383     2.15432 0.000996887
        1499     2.18405     2.15434 0.000996419
        1500     2.18425     2.15436 0.000995955
        1501     2.18444     2.15438 0.000995493
        1502     2.18462      2.1544 0.000995034
        1503     2.18479     2.15442 0.000994577
        1504     2.18494     2.15444 0.000994123
        1505     2.18509     2.15446 0.000993671
        1506     2.18523     2.15448 0.000993221
        1507     2.18536      2.1545 0.000992773
        1508     2.18548     2.15452 0.000992327
        1509     2.18559     2.15454 0.000991883
        1510     2.18569     2.15456 0.000991441
        1511     2.18579     2.15458    0.000991
        1512     2.18588      2.1546 0.000990561
        1513     2.18597     2.15462 0.000990123
        1514     2.18605     2.15464 0.000989687
        1515     2.18612     2.15466 0.000989252
        1516     2.18619     2.15468 0.000988818
        1517     2.18625     2.15471 0.000988385
        1518      2.1863     2.15473 0.000987953
        1519     2.18635     2.15475 0.000987522
        1520     2.18639     2.15477 0.000987091
        1521     2.18642     2.15479 0.000986662
        1522     2.18645     2.15481 0.000986233
        1523     2.18646     2.15483 0.000985804
        1524     2.18648     2.15485 0.000985376
        1525     2.18648     2.15487 0.000984948
        1526     2.18648     2.15489  0.00098452
        1527     2.18647     2.15491 0.000984093
        1528     2.18646     2.15493 0.000983665
        1529     2.18643     2.15495 0.000983238
        1530      2.1864     2.15497  0.00098281
        1531     2.18636       2.155 0.000982382
        1532     2.18632     2.15502 0.000981953
        1533     2.18626     2.15504 0.000981524
        1534      2.1862     2.15506 0.000981095
        1535     2.18613     2.15508 0.000980664
        1536     2.18606      2.1551 0.000980233
        1537     2.18597     2.15512 0.000979801
        1538     2.18588     2.15514 0.000979369
        1539     2.18578     2.15516 0.000978935
        1540     2.18568     2.15518   0.0009785
        1541     2.18557      2.1552 0.000978063
        1542     2.18545     2.15522 0.000977626
        1543     2.18532     2.15524 0.000977187
        1544     2.18519     2.15526 0.000976747
        1545     2.18506     2.15527 0.000976305
        1546     2.18492     2.15529 0.000975862
        1547     2.18477     2.15531 0.000975417
        1548     2.18462     2.15533  0.00097497
        1549     2.18446     2.15535 0.000974522
        1550      2.1843     2.15537 0.000974073
        1551     2.18414     2.15539 0.000973621
        1552     2.18398     2.15541 0.000973168
        1553     2.18381     2.15542 0.000972713
        1554     2.18364     2.15544 0.000972257
        1555     2.18346     2.15546 0.000971799
        1556     2.18329     2.15548 0.000971339
        1557     2.18312      2.1555 0.000970877
        1558     2.18294     2.15551 0.000970414
        1559     2.18277     2.15553 0.000969949
        1560     2.18259     2.15555 0.000969482
        1561     2.18242     2.15557 0.000969014
        1562     2.18225     2.15558 0.000968544
        1563     2.18207      2.1556 0.000968072
        1564      2.1819     2.15562 0.000967599
        1565     2.18174     2.15563 0.000967125
        1566     2.18157     2.15565 0.000966649
        1567     2.18141     2.15567 0.000966172
        1568     2.18125     2.15568 0.000965694
        1569     2.18109      2.1557 0.000965214
        1570     2.18094     2.15571 0.000964733
        1571     2.18079     2.15573 0.000964251
        1572     2.18064     2.15575 0.000963768
        1573      2.1805     2.15576 0.000963284
        1574     2.18036     2.15578 0.000962798
        1575     2.18022     2.15579 0.000962312
        1576     2.18009     2.15581 0.000961825
        1577     2.17996     2.15582 0.000961337
        1578     2.17984     2.15584 0.000960848
        1579     2.17972     2.15585 0.000960359
        1580     2.17961     2.15587 0.000959869
        1581      2.1795     2.15588 0.000959378
        1582      2.1794      2.1559 0.000958887
        1583     2.17931     2.15591 0.000958395
        1584     2.17922     2.15593 0.000957903
        1585     2.17913     2.15594  0.00095741
        1586     2.17906     2.15596 0.000956918
        1587     2.17899     2.15597 0.000956425
        1588     2.17893     2.15599 0.000955932
        1589     2.17888       2.156 0.000955439
        1590     2.17884     2.15602 0.000954946
        1591     2.17881     2.15603 0.000954453
        1592      2.1788     2.15604 0.000953961
        1593     2.17879     2.15606 0.000953469
        1594      2.1788     2.15607 0.000952977
        1595     2.17883     2.15609 0.000952487
        1596     2.17887      2.1561 0.000951997
        1597     2.17893     2.15612 0.000951508
        1598     2.17901     2.15613  0.00095102
        1599      2.1791     2.15614 0.000950534
        1600     2.17922     2.15616 0.000950049
        1601     2.17935     2.15617 0.000949567
        1602     2.17951     2.15619 0.000949086
        1603     2.17969      2.1562 0.000948607
        1604      2.1799     2.15622  0.00094813
        1605     2.18013     2.15623 0.000947657
        1606     2.18038     2.15625 0.000947186
        1607     2.18066     2.15626 0.000946718
        1608     2.18097     2.15628 0.000946254
        1609      2.1813     2.15629 0.000945794
        1610     2.18165     2.15631 0.000945337
        1611     2.18204     2.15633 0.000944886
        1612     2.18244     2.15634 0.000944438
        1613     2.18288     2.15636 0.000943996
        1614     2.18334     2.15637 0.000943559
        1615     2.18382     2.15639 0.000943128
        1616     2.18433     2.15641 0.000942703
        1617     2.18486     2.15643 0.000942284
        1618     2.18541     2.15644 0.000941872
        1619     2.18599     2.15646 0.000941467
        1620     2.18658     2.15648 0.000941069
        1621     2.18719      2.1565 0.000940679
        1622     2.18782     2.15652 0.000940298
        1623     2.18847     2.15654 0.000939924
        1624     2.18913     2.15656  0.00093956
        1625     2.18981     2.15658 0.000939204
        1626      2.1905      2.1566 0.000938858
        1627      2.1912     2.15662 0.000938522
        1628     2.19191     2.15664 0.000938196
        1629     2.19262     2.15667  0.00093788
        1630     2.19335     2.15669 0.000937575
        1631     2.19408     2.15671  0.00093728
        1632     2.19481     2.15673 0.000936996
        1633     2.19555     2.15676 0.000936724
        1634     2.19629     2.15678 0.000936463
        1635     2.19703     2.15681 0.000936214
        1636     2.19777     2.15683 0.000935976
        1637      2.1985     2.15686  0.00093575
        1638     2.19924     2.15688 0.000935537
        1639     2.19997     2.15691 0.000935335
        1640     2.20069     2.15694 0.000935146
        1641     2.20141     2.15696 0.000934969
        1642     2.20212     2.15699 0.000934803
        1643     2.20283     2.15702 0.000934651
        1644     2.20352     2.15705  0.00093451
        1645     2.20421     2.15708 0.000934382
        1646     2.20489      2.1571 0.000934265
        1647     2.20555     2.15713 0.000934161
        1648     2.20621     2.15716 0.000934069
        1649     2.20686     2.15719 0.000933988
        1650     2.20749     2.15722  0.00093392
        1651     2.20811     2.15726 0.000933862
        1652     2.20872     2.15729 0.000933816
        1653     2.20931     2.15732 0.000933782
        1654     2.20989     2.15735 0.000933758
        1655     2.21046     2.15738 0.000933745
        1656     2.21102     2.15741 0.000933743
        1657     2.21156     2.15745 0.000933751
        1658     2.21208     2.15748 0.000933769
        1659     2.21259     2.15751 0.000933797
        1660     2.21309     2.15755 0.000933834
        1661     2.21358     2.15758 0.000933881
        1662     2.21405     2.15761 0.000933937
        1663      2.2145     2.15765 0.000934002
        1664     2.21494     2.15768 0.000934075
        1665     2.21537     2.15772 0.000934156
        1666     2.21578     2.15775 0.000934245
        1667     2.21618     2.15779 0.000934342
        1668     2.21657     2.15782 0.000934446
        1669     2.21695     2.15786 0.000934558
        1670     2.21731     2.15789 0.000934676
        1671     2.21766     2.15793 0.000934801
        1672     2.21799     2.15797 0.000934931
        1673     2.21832       2.158 0.000935068
        1674     2.21863     2.15804 0.000935211
        1675     2.21894     2.15807 0.000935359
        1676     2.21923     2.15811 0.000935513
        1677     2.21951     2.15815 0.000935671
        1678     2.21978     2.15818 0.000935834
        1679     2.22005     2.15822 0.000936002
        1680      2.2203     2.15826 0.000936174
        1681     2.22055     2.15829  0.00093635
        1682     2.22078     2.15833  0.00093653
        1683     2.22101     2.15837 0.000936714
        1684     2.22124     2.15841 0.000936901
        1685     2.22145     2.15844 0.000937092
        1686     2.22166     2.15848 0.000937286
        1687     2.22187     2.15852 0.000937483
        1688     2.22206     2.15856 0.000937683
        1689     2.22226     2.15859 0.000937886
        1690     2.22244     2.15863 0.000938092
        1691     2.22263     2.15867   0.0009383
        1692     2.22281     2.15871 0.000938511
        1693     2.22298     2.15875 0.000938724
        1694     2.22315     2.15878  0.00093894
        1695     2.22332     2.15882 0.000939157
        1696     2.22349     2.15886 0.000939377
        1697     2.22365      2.1589 0.000939599
        1698     2.22381     2.15894 0.000939823
        1699     2.22397     2.15897 0.000940049
        1700     2.22413     2.15901 0.000940277
        1701     2.22428     2.15905 0.000940507
        1702     2.22444     2.15909 0.000940739
        1703     2.22459     2.15913 0.000940972
        1704     2.22474     2.15917 0.000941208
        1705     2.22489     2.15921 0.000941445
        1706     2.22504     2.15924 0.000941684
        1707     2.22519     2.15928 0.000941924
        1708     2.22535     2.15932 0.000942166
        1709      2.2255     2.15936  0.00094241
        1710     2.22565      2.1594 0.000942656
        1711      2.2258     2.15944 0.000942904
        1712     2.22595     2.15948 0.000943153
        1713      2.2261     2.15952 0.000943404
        1714     2.22625     2.15955 0.000943657
        1715      2.2264     2.15959 0.000943911
        1716     2.22656     2.15963 0.000944167
        1717     2.22671     2.15967 0.000944425
        1718     2.22687     2.15971 0.000944685
        1719     2.22703     2.15975 0.000944947
        1720     2.22719     2.15979 0.000945211
        1721     2.22735     2.15983 0.000945476
        1722     2.22751     2.15987 0.000945744
        1723     2.22768     2.15991 0.000946014
        1724     2.22784     2.15995 0.000946285
        1725     2.22801     2.15999 0.000946559
        1726     2.22819     2.16003 0.000946835
        1727     2.22836     2.16006 0.000947113
        1728     2.22854      2.1601 0.000947394
        1729     2.22872     2.16014 0.000947677
        1730     2.22891     2.16018 0.000947962
        1731      2.2291     2.16022  0.00094825
        1732     2.22929     2.16026 0.000948541
        1733     2.22949      2.1603 0.000948834
        1734     2.22969     2.16034  0.00094913
        1735     2.22989     2.16038 0.000949429
        1736      2.2301     2.16042 0.000949731
        1737     2.23032     2.16046 0.000950037
        1738     2.23054      2.1605 0.000950345
        1739     2.23076     2.16054 0.000950657
        1740       2.231     2.16059 0.000950973
        1741     2.23123     2.16063 0.000951292
        1742     2.23148     2.16067 0.000951615
        1743     2.23172     2.16071 0.000951942
        1744     2.23198     2.16075 0.000952273
        1745     2.23224     2.16079 0.000952608
        1746     2.23251     2.16083 0.000952947
        1747     2.23279     2.16087 0.000953292
        1748     2.23307     2.16091 0.000953641
        1749     2.23336     2.16095 0.000953994
        1750     2.23365       2.161 0.000954353
        1751     2.23396     2.16104 0.000954718
        1752     2.23427     2.16108 0.000955087
        1753     2.23459     2.16112 0.000955463
        1754     2.23492     2.16116 0.000955844
        1755     2.23525     2.16121 0.000956231
        1756      2.2356     2.16125 0.000956625
        1757     2.23595     2.16129 0.000957025
        1758     2.23631     2.16133 0.000957431
        1759     2.23668     2.16138 0.000957845
        1760     2.23706     2.16142 0.000958265
        1761     2.23744     2.16146 0.000958693
        1762     2.23784     2.16151 0.000959128
        1763     2.23824     2.16155 0.000959571
        1764     2.23866     2.16159 0.000960022
        1765     2.23908     2.16164 0.000960482
        1766     2.23951     2.16168  0.00096095
        1767     2.23995     2.16172 0.000961426
        1768      2.2404     2.16177 0.000961912
        1769     2.24086     2.16181 0.000962406
        1770     2.24133     2.16186 0.000962911
        1771     2.24181      2.1619 0.000963425
        1772      2.2423     2.16195 0.000963948
        1773     2.24279       2.162 0.000964483
        1774      2.2433     2.16204 0.000965027
        1775     2.24382     2.16209 0.000965583
        1776     2.24434     2.16213 0.000966149
        1777     2.24488     2.16218 0.000966727
        1778     2.24542     2.16223 0.000967316
        1779     2.24597     2.16227 0.000967917
        1780     2.24653     2.16232  0.00096853
        1781      2.2471     2.16237 0.000969155
        1782     2.24767     2.16242 0.000969793
        1783     2.24825     2.16246 0.000970443
        1784     2.24884     2.16251 0.000971106
        1785     2.24944     2.16256 0.000971782
        1786     2.25003     2.16261 0.000972472
        1787     2.25064     2.16266 0.000973174
        1788     2.25124     2.16271  0.00097389
        1789     2.25185     2.16276  0.00097462
        1790     2.25246     2.16281 0.000975363
        1791     2.25308     2.16286  0.00097612
        1792     2.25369     2.16291  0.00097689
        1793      2.2543     2.16296 0.000977674
        1794      2.2549     2.16301 0.000978471
        1795      2.2555     2.16306 0.000979282
        1796      2.2561     2.16312 0.000980106
        1797     2.25669     2.16317 0.000980943
        1798     2.25727     2.16322 0.000981792
        1799     2.25785     2.16327 0.000982655
        1800     2.25841     2.16333 0.000983529
        1801     2.25896     2.16338 0.000984415
        1802     2.25949     2.16343 0.000985313
        1803     2.26001     2.16349 0.000986221
        1804     2.26051     2.16354  0.00098714
        1805     2.26099     2.16359 0.000988068
        1806     2.26145     2.16365 0.000989005
        1807     2.26188      2.1637 0.000989951
        1808      2.2623     2.16376 0.000990904
        1809     2.26268     2.16381 0.000991864
        1810     2.26303     2.16387  0.00099283
        1811     2.26336     2.16392 0.000993801
        1812     2.26365     2.16398 0.000994775
        1813     2.26391     2.16403 0.000995752
        1814     2.26413     2.16409 0.000996731
        1815     2.26431     2.16414  0.00099771
        1816     2.26445      2.1642 0.000998688
        1817     2.26454     2.16425 0.000999665
        1818     2.26459     2.16431  0.00100064
        1819      2.2646     2.16436   0.0010016
        1820     2.26455     2.16442  0.00100257
        1821     2.26445     2.16447  0.00100352
        1822      2.2643     2.16453  0.00100446
        1823     2.26409     2.16458   0.0010054
        1824     2.26382     2.16464  0.00100632
        1825      2.2635     2.16469  0.00100722
        1826     2.26312     2.16474  0.00100811
        1827     2.26268      2.1648  0.00100898
        1828     2.26217     2.16485  0.00100984
        1829      2.2616      2.1649  0.00101067
        1830     2.26097     2.16496  0.00101148
        1831     2.26028     2.16501  0.00101227
        1832     2.25953     2.16506  0.00101303
        1833     2.25872     2.16511  0.00101376
        1834     2.25786     2.16516  0.00101447
        1835     2.25694     2.16521  0.00101515
        1836     2.25597     2.16526   0.0010158
        1837     2.25496     2.16531  0.00101642
        1838      2.2539     2.16536  0.00101701
        1839     2.25281     2.16541  0.00101757
        1840      2.2517     2.16545  0.00101809
        1841     2.25056      2.1655  0.00101859
        1842     2.24942     2.16554  0.00101906
        1843     2.24827     2.16559  0.00101949
        1844     2.24714     2.16563   0.0010199
        1845     2.24602     2.16568  0.00102027
        1846     2.24494     2.16572  0.00102062
        1847      2.2439     2.16576  0.00102095
        1848     2.24292      2.1658  0.00102125
        1849       2.242     2.16585  0.00102153
        1850     2.24116     2.16589  0.00102179
        1851     2.24042     2.16593  0.00102203
        1852     2.23977     2.16597  0.00102225
        1853     2.23923     2.16601  0.00102247
        1854     2.23881     2.16605  0.00102267
        1855     2.23852     2.16608  0.00102286
        1856     2.23836     2.16612  0.00102305
        1857     2.23833     2.16616  0.00102324
        1858     2.23844      2.1662  0.00102343
        1859     2.23869     2.16624  0.00102362
        1860     2.23907     2.16628  0.00102382
        1861     2.23958     2.16632  0.00102403
        1862     2.24022     2.16636  0.00102425
        1863     2.24098      2.1664  0.00102448
        1864     2.24185     2.16644  0.00102473
